District,Sub-District,Estate,Link
Central and Western,Sai Ying Pun,(Sai Ying Pun) First Stre...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sai-Ying-Pun/building-group(Sai%20Ying%20Pun)%20First%20Street%20%7C%20Second%20Street%20%7C%20Third%20Street%20%7C%20Pok%20Fu%20Lam%20Road%20-%20Sai%20Ying%20Pun%20Section%20%7C%20High%20Street%201970-1990's%20private%20residential%20buildings%20with%20less%20than%208%20storeys?field=t_pop&sort=default&detailcode=CW0110
Central and Western,Sai Ying Pun,(Sai Ying Pun) First Stre...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sai-Ying-Pun/building-group(Sai%20Ying%20Pun)%20First%20Street%20%7C%20Second%20Street%20%7C%20Third%20Street%20%7C%20Hospital%20Road%201990's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0111
Central and Western,Sai Ying Pun,(Sai Ying Pun) Western Ga...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sai-Ying-Pun/building-group(Sai%20Ying%20Pun)%20Western%20Garden%20-%20Evergreen%20Tower%20%7C%20Ivy%20Tower%20(Second%20Street%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0112
Central and Western,Sai Ying Pun,(Sai Ying Pun) Island Cre...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sai-Ying-Pun/building-group(Sai%20Ying%20Pun)%20Island%20Crest%20(First%20Street%202000's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0113
Central and Western,Sai Ying Pun,(Sai Ying Pun) High Stree...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sai-Ying-Pun/building-group(Sai%20Ying%20Pun)%20High%20Street%20%7C%20Ying%20Wa%20Terrace%20%7C%20Western%20Street%20%7C%20Hospital%20Road%20%7C%20Third%20Street%20%7C%20Second%20Street%201970-1980's%20private%20residential%20buildings%20with%20more%20than%209%20storeys?field=t_pop&sort=default&detailcode=CW0114
Central and Western,Sai Ying Pun,(Sai Ying Pun) Lai Yin Co...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sai-Ying-Pun/building-group(Sai%20Ying%20Pun)%20Lai%20Yin%20Court%20%7C%20Aspen%20Court%20%7C%20Ko%20Nga%20Court%20%7C%20Lechler%20Court%20%7C%20Ko%20Chun%20Court%20%7C%20Jade%20Court%20%7C%20Richsun%20Garden%20%7C%20Elite%20Court%20%7C%20King's%20Hill%20%7C%20Kensington%20Hill%20(High%20Street%20%7C%20Centre%20Street%20%7C%20Western%20Street%201990-2000's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0115
Central and Western,Sai Ying Pun,(Sai Ying Pun) Upton / Th...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sai-Ying-Pun/building-group(Sai%20Ying%20Pun)%20Upton%20%7C%20The%20Met.%20Sublime%20%7C%20Altro%20%7C%20High%20Park%2099%20%7C%20The%20Nova%20%7C%20Centre%20Place%20%7C%20Bohemian%20House%20%7C%20Artisan%20House%20%7C%20One%20.%20Artlane%20%7C%20Aji%20House%20(Second%20Street%20%7C%20Third%20Street%20%7C%20High%20Street%20%7C%20Kwai%20Heung%20Street%202000's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0150
Central and Western,Sheung Wan,(Sheung Wan) Des Voeux Ro...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sheung-Wan/building-group(Sheung%20Wan)%20Des%20Voeux%20Road%20West%20%7C%20Queen's%20Road%20West%20-%20Sheung%20Wan%20Section%20%7C%20Wilmer%20Street%20%7C%20Ko%20Shing%20Street%201950-1960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0001
Central and Western,Sheung Wan,(Sheung Wan) One Pacific ...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sheung-Wan/building-group(Sheung%20Wan)%20One%20Pacific%20Heights%20%7C%20Elite's%20Place%20%7C%20Urbana%2038%20%7C%20Princeton%20Tower%20%7C%20Soho%20189%20%7C%20Talon%20Tower%20(Queen's%20Road%20West%20-%20Sheung%20Wan%20Section%20%7C%20Des%20Voeux%20Road%20West%20-%20Sheung%20Wan%20Section%20%7C%20Ko%20Shing%20Street%20%7C%20Wo%20Fung%20Street%201990-2000's)?field=t_pop&sort=default&detailcode=CW0003
Central and Western,Sheung Wan,(Sheung Wan) Des Voeux Ro...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sheung-Wan/building-group(Sheung%20Wan)%20Des%20Voeux%20Road%20Central%20-%20Sheung%20Wan%20Section%20%7C%20Des%20Voeux%20Road%20West%20-%20Sheung%20Wan%20Section%20%7C%20Connaught%20Road%20West%20-%20Sheung%20Wan%20Section%20%7C%20Queen%20Street%20%7C%20New%20Market%20Street%20%7C%20Ko%20Shing%20Street%201970-1980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0005
Central and Western,Sheung Wan,(Sheung Wan) 1950-1960's ...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sheung-Wan/building-group(Sheung%20Wan)%201950-1960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0006
Central and Western,Sheung Wan,(Sheung Wan) Wing Lok Str...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sheung-Wan/building-group(Sheung%20Wan)%20Wing%20Lok%20Street%20%7C%20Gilman's%20Bazaar%20%7C%20Bonham%20Strand%20%7C%20Bonham%20Strand%20West%20%7C%20Jervois%20Street%20%7C%20Hillier%20Street%20%7C%20Mercer%20Street%20%7C%20Burd%20Street%201970-1980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0007
Central and Western,Sheung Wan,(Sheung Wan) Queen's Road...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sheung-Wan/building-group(Sheung%20Wan)%20Queen's%20Road%20Central%20-%20Sheung%20Wan%20Section%201970-1980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0008
Central and Western,Sheung Wan,(Sheung Wan) Queen's Road...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sheung-Wan/building-group(Sheung%20Wan)%20Queen's%20Road%20Central%20-%20Sheung%20Wan%20Section%20%7C%20Wing%20Lok%20Street%20%7C%20Bonham%20Strand%201990-2000's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0009
Central and Western,Sheung Wan,(Sheung Wan) Queen's Road...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sheung-Wan/building-group(Sheung%20Wan)%20Queen's%20Road%20West%20-%20Sheung%20Wan%20Section%201970-1980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0010
Central and Western,Sheung Wan,(Sheung Wan) Tai Ping Sha...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sheung-Wan/building-group(Sheung%20Wan)%20Tai%20Ping%20Shan%20Street%20%7C%20Square%20Street%20%7C%20Kom%20U%20Street%20%7C%20Kui%20In%20Fong%20%7C%20Po%20Yan%20Street%20%7C%20Tung%20Street%20%7C%20New%20Street%201990's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0011
Central and Western,Sheung Wan,(Sheung Wan) Queen's Terr...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sheung-Wan/building-group(Sheung%20Wan)%20Queen's%20Terrace%20(Queen%20Street%202000's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0012
Central and Western,Sheung Wan,(Sheung Wan) New Street /...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sheung-Wan/building-group(Sheung%20Wan)%20New%20Street%20%7C%20Upper%20Station%20Street%20%7C%20Tai%20Ping%20Shan%20Street%20%7C%20Tung%20Street%20%7C%20Sai%20Street%20%7C%20Tung%20Loi%20Lane%20%7C%20Po%20Yan%20Street%20%7C%20Po%20Hing%20Fong%20%7C%20Tai%20On%20Terrace%20%7C%20Pound%20Lane%201970-1980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0013
Central and Western,Sheung Wan,(Sheung Wan) Hollywood Ro...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sheung-Wan/building-group(Sheung%20Wan)%20Hollywood%20Road%20%7C%20Possession%20Street%20%7C%20Lok%20Ku%20Road%20%7C%20Square%20Street%20%7C%20Gough%20Street%20%7C%20Mee%20Lun%20Street%20%7C%20Shin%20Hing%20Street%20%7C%20On%20Wo%20Lane%201970-1980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0014
Central and Western,Sheung Wan,(Sheung Wan) Dawning Heig...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sheung-Wan/building-group(Sheung%20Wan)%20Dawning%20Height%20%7C%20CentrePoint%20%7C%20Tung%20Shing%20Terrace%20%7C%20Grandview%20Garden%20%7C%20The%20Bellevue%20Place%20%7C%20Cherry%20Crest%20(Staunton%20Street%20%7C%20Bridges%20Street%201990-2000's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0015
Central and Western,Sheung Wan,(Sheung Wan) Hollywood Ro...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Sheung-Wan/building-group(Sheung%20Wan)%20Hollywood%20Road%20-%20Sheung%20Wan%20Section%201990-2000's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0018
Central and Western,Central,(Central) 1960's private ...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Central/building-group(Central)%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0020
Central and Western,Central,(Central) 1990-2000's pri...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Central/building-group(Central)%201990-2000's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0021
Central and Western,Central,(Central) 1970-1980's pri...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Central/building-group(Central)%201970-1980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0022
Central and Western,Central,(Sheung Wan / Central / A...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Central/building-group(Sheung%20Wan%20%7C%20Central%20%7C%20Admiralty)%20other%20buildings?field=t_pop&sort=default&detailcode=CW0131
Central and Western,Mid-Levels West,(Mid-Levels West) Phase 2...,"https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Phase%202,%20The%20Belcher's%20(Pok%20Fu%20Lam%20Road%202000's)?field=t_pop&sort=default&detailcode=CW0023"
Central and Western,Mid-Levels West,(Mid-Levels West) Phase 1...,"https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Phase%201,%20The%20Belcher's%20(Pok%20Fu%20Lam%20Road%202000's)?field=t_pop&sort=default&detailcode=CW0024"
Central and Western,Mid-Levels West,(Mid-Levels West) Academi...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Academic%20Terrace%20(Pok%20Fu%20Lam%20Road%201980's)?field=t_pop&sort=default&detailcode=CW0025
Central and Western,Mid-Levels West,(Mid-Levels West) Pok Fu ...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Pok%20Fu%20Lam%20Road%20-%20Mid-Levels%20West%20Section%201970-2000's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0026
Central and Western,Mid-Levels West,(Mid-Levels West) Bonham ...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Bonham%20Road%20%7C%20Pok%20Fu%20Lam%20Road%20-%20Mid-Levels%20West%20Section%201990's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0027
Central and Western,Mid-Levels West,(Mid-Levels West) Bonham ...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Bonham%20Road%20%7C%20Hing%20Hon%20Road%201970's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0028
Central and Western,Mid-Levels West,(Mid-Levels West) Park Ro...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Park%20Road%20%7C%20Oaklands%20Path%20%7C%20Bonham%20Road%20%7C%20Hing%20Hon%20Road%20%7C%20Caine%20Road%20%7C%20Pok%20Fu%20Lam%20Road%20-%20Mid-Levels%20West%20Section%201950-1960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0029
Central and Western,Mid-Levels West,(Mid-Levels West) Bonham ...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Bonham%20Road%20-%20West%20of%20Park%20Road%20%7C%20St.%20Stephen's%20Lane%20%7C%20Hing%20Hon%20Road%201980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0030
Central and Western,Mid-Levels West,(Mid-Levels West) Park Ro...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Park%20Road%20%7C%20Bonham%20Road%20-%20East%20of%20Park%20Road%201980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0031
Central and Western,Mid-Levels West,(Mid-Levels West) Caine R...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Caine%20Road%201990-2000's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0032
Central and Western,Mid-Levels West,(Mid-Levels West) Caine R...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Caine%20Road%201970's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0034
Central and Western,Mid-Levels West,(Mid-Levels West) Mosque ...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Mosque%20Street%20%7C%20Mosque%20Junction%20%7C%20Castle%20Road%20%7C%20Shelley%20Street%20%7C%20Rednaxela%20Terrace%20%7C%20Seymour%20Road%20%7C%20Ying%20Fai%20Terrace%20%7C%20Woodlands%20Terrace%201990's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0035
Central and Western,Mid-Levels West,(Mid-Levels West) Conduit...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Conduit%20Road%201970's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0036
Central and Western,Mid-Levels West,(Mid-Levels West) Seymour...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Seymour%20Road%20%7C%20Mosque%20Street%20%7C%20Mosque%20Junction%20%7C%20Castle%20Road%20%7C%20Castle%20Steps%20%7C%20Castle%20Lane%20%7C%20Shelley%20Street%20%7C%20Prince's%20Terrace%20%7C%20Ying%20Fai%20Terrace%20%7C%20Conduit%20Road%20%7C%20Po%20Shan%20Road%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0037
Central and Western,Mid-Levels West,(Mid-Levels West) Robinso...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Robinson%20Road%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0038
Central and Western,Mid-Levels West,(Mid-Levels West) Robinso...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Robinson%20Road%201970-1980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0039
Central and Western,Mid-Levels West,(Mid-Levels West) Babingt...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Babington%20Path%20%7C%20Lyttelton%20Road%201980-2000's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0040
Central and Western,Mid-Levels West,(Mid-Levels West) Kotewal...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Kotewall%20Road%20%7C%20Po%20Shan%20Road%20%7C%20Lyttelton%20Road%20%7C%20Babington%20Path%20%7C%20Honiton%20Road%201970's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0041
Central and Western,Mid-Levels West,(Mid-Levels West) Lyttelt...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Lyttelton%20Garden%20%7C%20Scholastic%20Garden%20%7C%20The%20Babington%20(Lyttelton%20Road%201990-2000's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0042
Central and Western,Mid-Levels West,(Mid-Levels West) Kotewal...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Kotewall%20Road%20%7C%20Babington%20Path%20%7C%20Lyttelton%20Road%20%7C%20St.%20Stephen's%20Lane%20Pre-war%20to%201960's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0043
Central and Western,Mid-Levels West,(Mid-Levels West) 80 Robi...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%2080%20Robinson%20Road%20%7C%2031%20Robinson%20Road%20%7C%20Conduit%2018%20%7C%20Seymour%20%7C%20Soho%2038%20%7C%202%20Park%20Road%20(Robinson%20Road%20%7C%20Conduit%20Road%20%7C%20Seymour%20Road%20%7C%20Shelley%20Street%20%7C%20Park%20Road%202000's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0044
Central and Western,Mid-Levels West,(Mid-Levels West) Robinso...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Robinson%20Road%20%7C%20Park%20Road%20%7C%20Breezy%20Path%201990-2000's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0045
Central and Western,Mid-Levels West,(Mid-Levels West) Euston ...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Euston%20Court%20(Park%20Road%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0046
Central and Western,Mid-Levels West,(Mid-Levels West) Kotewal...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Kotewall%20Road%20%7C%20Hatton%20Road%20%7C%20Po%20Shan%20Road%201980-2000's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0047
Central and Western,Mid-Levels West,(Mid-Levels West) Blessin...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Blessings%20Garden%20%7C%20Primrose%20Court%20(Conduit%20Road%20%7C%20Robinson%20Road%201990's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0048
Central and Western,Mid-Levels West,(Mid-Levels West) Scenecl...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Scenecliff%20%7C%20Valiant%20Park%20(Conduit%20Road%201990's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0049
Central and Western,Mid-Levels West,(Mid-Levels West) Conduit...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Conduit%20Road%20-%20Middle%20Section%201990-2000's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0050
Central and Western,Mid-Levels West,(Mid-Levels West) Realty ...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Realty%20Gardens%20(Conduit%20Road%201970's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0051
Central and Western,Mid-Levels West,(Mid-Levels West) Conduit...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Conduit%20Road%20-%20East%20Section%201990's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0052
Central and Western,Mid-Levels West,(Mid-Levels West) Robinso...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Robinson%20Place%20(Robinson%20Road%201990's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0053
Central and Western,Mid-Levels West,(Mid-Levels West) Seymour...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Seymour%20Road%20%7C%20Castle%20Road%20%7C%20Castle%20Lane%20%7C%20Mosque%20Street%20%7C%20Mosque%20Junction%20%7C%20Prince's%20Terrace%20%7C%20Leung%20Fai%20Terrace%20%7C%20Chico%20Terrace%201970's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0055
Central and Western,Mid-Levels West,(Mid-Levels West) Caine R...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Caine%20Road%20%7C%20Seymour%20Road%20%7C%20Mosque%20Street%20%7C%20Woodlands%20Terrace%20%7C%20Prince's%20Terrace%20%7C%20Ying%20Fai%20Terrace%20%7C%20Chico%20Terrace%20%7C%20Peel%20Street%201980's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0056
Central and Western,Mid-Levels West,(Mid-Levels West) Robinso...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Robinson%20Heights%20(Robinson%20Road%201980's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0057
Central and Western,Mid-Levels West,(Mid-Levels West) The Gra...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20The%20Grand%20Panorama%20(Robinson%20Road%201990's%20private%20residential%20buildings)?field=t_pop&sort=default&detailcode=CW0058
Central and Western,Mid-Levels West,(Mid-Levels West) Conduit...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Conduit%20Road%20-%20West%20Section%201990's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0059
Central and Western,Mid-Levels West,(Peak / Mid-Levels West / ...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Peak%20%7C%20Mid-Levels%20West%20%7C%20Mid-Levels%20Central)%20other%20buildings?field=t_pop&sort=default&detailcode=CW0130
Central and Western,Mid-Levels West,(Mid-Levels West) Mosque ...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Mosque%20Street%20%7C%20Mosque%20Junction%20%7C%20Castle%20Road%20%7C%20Shelley%20Street%20%7C%20Rednaxela%20Terrace%20%7C%20Seymour%20Road%20%7C%20Ying%20Fai%20Terrace%20%7C%20Woodlands%20Terrace%202000's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0147
Central and Western,Mid-Levels West,(Mid-Levels West) Bonham ...,https://hkdata.centanet.com/BigData/hong-kong/Central%20and%20Western/CHMA/Mid-Levels-West/building-group(Mid-Levels%20West)%20Bonham%20Road%20%7C%20Pok%20Fu%20Lam%20Road%20-%20Mid-Levels%20West%20Section%202000's%20private%20residential%20buildings?field=t_pop&sort=default&detailcode=CW0148
